Gene	TCGA.OR.A5J1.01	TCGA.OR.A5J2.01	TCGA.OR.A5J3.01	TCGA.OR.A5J4.01	TCGA.OR.A5J5.01	TCGA.OR.A5J6.01	TCGA.OR.A5J7.01	TCGA.OR.A5J8.01	TCGA.OR.A5J9.01	TCGA.OR.A5JA.01	TCGA.OR.A5JB.01	TCGA.OR.A5JC.01	TCGA.OR.A5JD.01	TCGA.OR.A5JE.01	TCGA.OR.A5JF.01	TCGA.OR.A5JG.01	TCGA.OR.A5JH.01	TCGA.OR.A5JI.01	TCGA.OR.A5JJ.01	TCGA.OR.A5JK.01	TCGA.OR.A5JL.01	TCGA.OR.A5JM.01	TCGA.OR.A5JO.01	TCGA.OR.A5JP.01	TCGA.OR.A5JQ.01	TCGA.OR.A5JR.01	TCGA.OR.A5JS.01	TCGA.OR.A5JT.01	TCGA.OR.A5JU.01	TCGA.OR.A5JV.01	TCGA.OR.A5JW.01	TCGA.OR.A5JX.01	TCGA.OR.A5JY.01	TCGA.OR.A5JZ.01	TCGA.OR.A5K0.01	TCGA.OR.A5K1.01	TCGA.OR.A5K2.01	TCGA.OR.A5K3.01	TCGA.OR.A5K4.01	TCGA.OR.A5K5.01	TCGA.OR.A5K6.01	TCGA.OR.A5K8.01	TCGA.OR.A5K9.01	TCGA.OR.A5KB.01	TCGA.OR.A5KO.01	TCGA.OR.A5KP.01	TCGA.OR.A5KQ.01	TCGA.OR.A5KS.01	TCGA.OR.A5KT.01	TCGA.OR.A5KU.01	TCGA.OR.A5KV.01	TCGA.OR.A5KW.01	TCGA.OR.A5KX.01	TCGA.OR.A5KY.01	TCGA.OR.A5KZ.01	TCGA.OR.A5L1.01	TCGA.OR.A5L2.01	TCGA.OR.A5L3.01	TCGA.OR.A5L4.01	TCGA.OR.A5L5.01	TCGA.OR.A5L6.01	TCGA.OR.A5L8.01	TCGA.OR.A5L9.01	TCGA.OR.A5LA.01	TCGA.OR.A5LB.01	TCGA.OR.A5LC.01	TCGA.OR.A5LD.01	TCGA.OR.A5LE.01	TCGA.OR.A5LF.01	TCGA.OR.A5LG.01	TCGA.OR.A5LH.01	TCGA.OR.A5LI.01	TCGA.OR.A5LJ.01	TCGA.OR.A5LK.01	TCGA.OR.A5LL.01	TCGA.OR.A5LM.01	TCGA.OR.A5LN.01	TCGA.OR.A5LO.01	TCGA.OR.A5LP.01	TCGA.OR.A5LR.01	TCGA.OR.A5LS.01	TCGA.OR.A5LT.01	TCGA.OU.A5PI.01	TCGA.P6.A5OF.01	TCGA.P6.A5OG.01	TCGA.P6.A5OH.01	TCGA.PA.A5YG.01	TCGA.PK.A5H8.01	TCGA.PK.A5H9.01	TCGA.PK.A5HA.01	TCGA.PK.A5HB.01	TCGA.PK.A5HC.01
OPN4	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLRB1	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
SALL2	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
C15orf27	Frame_Shift_Del	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KLHDC4	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NOL11	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LAMA3	Missense_Mutation	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
WDR7	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
LYPD3	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RBL1	Missense_Mutation	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
